3.359375000000000000e-01,1.640625000000000000e-01,1.060000000000000005e-02,8.300000000000000086e-03
3.906250000000000000e-01,1.875000000000000000e-01,7.725000000000000096e-03,2.674999999999999861e-03
4.296875000000000000e-01,2.421875000000000000e-01,4.675000000000000336e-03,3.674999999999999881e-03
4.609375000000000000e-01,3.203125000000000000e-01,3.975000000000000235e-03,2.425000000000000072e-03
4.843750000000000000e-01,2.890625000000000000e-01,4.074999999999999629e-03,2.200000000000000133e-03
4.609375000000000000e-01,1.953125000000000000e-01,3.099999999999999891e-03,1.699999999999999905e-03
4.296875000000000000e-01,2.500000000000000000e-01,5.224999999999999610e-03,1.724999999999999971e-03
3.906250000000000000e-01,2.656250000000000000e-01,2.874999999999999951e-03,3.524999999999999922e-03
3.359375000000000000e-01,2.734375000000000000e-01,4.049999999999999781e-03,1.799999999999999951e-03
3.906250000000000000e-01,1.875000000000000000e-01,3.524999999999999922e-03,1.449999999999999900e-03
3.359375000000000000e-01,2.031250000000000000e-01,2.925000000000000083e-03,2.150000000000000001e-03
3.906250000000000000e-01,1.953125000000000000e-01,3.000000000000000062e-03,3.599999999999999901e-03
3.359375000000000000e-01,2.968750000000000000e-01,4.174999999999999892e-03,2.275000000000000112e-03
3.906250000000000000e-01,2.968750000000000000e-01,2.824999999999999820e-03,2.000000000000000042e-03
4.296875000000000000e-01,3.203125000000000000e-01,3.599999999999999901e-03,1.874999999999999931e-03
4.609375000000000000e-01,3.125000000000000000e-01,3.299999999999999982e-03,2.299999999999999961e-03
4.843750000000000000e-01,3.515625000000000000e-01,3.174999999999999871e-03,2.799999999999999972e-03
4.609375000000000000e-01,3.515625000000000000e-01,3.674999999999999881e-03,9.749999999999999552e-04
4.296875000000000000e-01,3.437500000000000000e-01,3.650000000000000033e-03,2.625000000000000163e-03
3.906250000000000000e-01,3.515625000000000000e-01,3.374999999999999962e-03,2.899999999999999800e-03
3.359375000000000000e-01,3.125000000000000000e-01,3.749999999999999861e-03,1.874999999999999931e-03
3.906250000000000000e-01,2.578125000000000000e-01,3.374999999999999962e-03,3.449999999999999942e-03
