5.234375000000000000e-01,5.156250000000000000e-01,1.955000000000000140e-02,2.275000000000000112e-03
4.296875000000000000e-01,3.984375000000000000e-01,1.499999999999999869e-04,1.049999999999999935e-03
5.546875000000000000e-01,5.078125000000000000e-01,2.024999999999999890e-03,1.925000000000000062e-03
5.781250000000000000e-01,5.546875000000000000e-01,1.775000000000000102e-03,1.925000000000000062e-03
6.171875000000000000e-01,5.859375000000000000e-01,1.899999999999999996e-03,1.825000000000000016e-03
3.359375000000000000e-01,3.671875000000000000e-01,1.000000000000000048e-04,1.049999999999999935e-03
5.781250000000000000e-01,4.921875000000000000e-01,1.449999999999999900e-03,1.799999999999999951e-03
5.546875000000000000e-01,5.546875000000000000e-01,1.850000000000000082e-03,1.724999999999999971e-03
5.781250000000000000e-01,5.703125000000000000e-01,1.799999999999999951e-03,2.125000000000000153e-03
5.546875000000000000e-01,5.546875000000000000e-01,2.174999999999999850e-03,1.500000000000000031e-03
5.234375000000000000e-01,4.921875000000000000e-01,1.949999999999999910e-03,1.325000000000000006e-03
4.296875000000000000e-01,5.781250000000000000e-01,2.224999999999999981e-03,6.999999999999999929e-04
5.546875000000000000e-01,5.937500000000000000e-01,2.000000000000000096e-04,1.624999999999999925e-03
5.234375000000000000e-01,6.250000000000000000e-01,1.750000000000000036e-03,1.874999999999999931e-03
4.843750000000000000e-01,5.546875000000000000e-01,2.024999999999999890e-03,1.500000000000000031e-03
4.296875000000000000e-01,6.015625000000000000e-01,1.750000000000000036e-03,7.249999999999999500e-04
5.000000000000000000e-01,6.484375000000000000e-01,4.000000000000000192e-04,2.099999999999999870e-03
5.234375000000000000e-01,6.250000000000000000e-01,2.125000000000000153e-03,1.750000000000000036e-03
5.625000000000000000e-01,5.625000000000000000e-01,1.775000000000000102e-03,2.275000000000000112e-03
3.359375000000000000e-01,5.234375000000000000e-01,2.050000000000000173e-03,1.149999999999999981e-03
5.937500000000000000e-01,6.093750000000000000e-01,2.500000000000000120e-05,2.075000000000000022e-03
5.625000000000000000e-01,6.328125000000000000e-01,1.874999999999999931e-03,1.925000000000000062e-03
5.234375000000000000e-01,5.781250000000000000e-01,2.150000000000000001e-03,1.624999999999999925e-03
5.625000000000000000e-01,5.781250000000000000e-01,1.949999999999999910e-03,2.350000000000000092e-03
5.234375000000000000e-01,5.078125000000000000e-01,2.125000000000000153e-03,1.799999999999999951e-03
5.000000000000000000e-01,5.312500000000000000e-01,1.949999999999999910e-03,1.149999999999999981e-03
4.296875000000000000e-01,5.625000000000000000e-01,2.399999999999999790e-03,6.750000000000000357e-04
5.234375000000000000e-01,5.625000000000000000e-01,0.000000000000000000e+00,1.975000000000000193e-03
5.000000000000000000e-01,4.765625000000000000e-01,1.899999999999999996e-03,1.675000000000000057e-03
4.687500000000000000e-01,5.390625000000000000e-01,1.975000000000000193e-03,1.750000000000000036e-03
4.296875000000000000e-01,6.015625000000000000e-01,2.200000000000000133e-03,9.250000000000000409e-04
4.453125000000000000e-01,5.781250000000000000e-01,2.500000000000000120e-05,1.850000000000000082e-03
4.687500000000000000e-01,5.703125000000000000e-01,2.150000000000000001e-03,1.500000000000000031e-03
5.156250000000000000e-01,5.156250000000000000e-01,1.825000000000000016e-03,2.350000000000000092e-03
5.390625000000000000e-01,5.859375000000000000e-01,2.350000000000000092e-03,2.150000000000000001e-03
3.359375000000000000e-01,5.000000000000000000e-01,2.500000000000000120e-05,1.124999999999999915e-03
5.156250000000000000e-01,6.015625000000000000e-01,1.949999999999999910e-03,2.024999999999999890e-03
4.687500000000000000e-01,5.312500000000000000e-01,2.099999999999999870e-03,1.124999999999999915e-03
5.156250000000000000e-01,5.546875000000000000e-01,1.775000000000000102e-03,1.949999999999999910e-03
4.687500000000000000e-01,5.468750000000000000e-01,2.024999999999999890e-03,1.525000000000000097e-03
4.453125000000000000e-01,4.296875000000000000e-01,2.150000000000000001e-03,1.000000000000000021e-03
